relative_path,major,path_category,category,factory,kind,action,file_size,modified_at,reason,absolute_path
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-冷态单色.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,100972,2022-08-10T06:00:13.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-冷态单色.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-热态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101141,2022-08-10T08:43:36.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-热态.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-热态单色.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,100977,2022-08-10T06:27:25.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-4000K-热态单色.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-6500K-冷态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101199,2022-08-10T08:10:41.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-6500K-冷态.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-6500K-热态.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,101293,2022-08-10T08:45:30.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/7W-6500K-热态.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-辐射单色.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,63413,2022-08-10T07:17:26.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-辐射单色.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-辐射三色.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,63217,2022-08-10T07:20:50.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-辐射三色.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-L Single color.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,83643,2022-08-10T07:12:18.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-L Single color.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-L Three colors.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,83930,2022-08-10T07:06:24.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-L Three colors.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-N Single color.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,84823,2022-08-10T07:14:52.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-N Single color.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-N Three colors.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,84526,2022-08-10T07:02:24.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/工厂发/emc/7W-N Three colors.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 3000K.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,124379,2022-09-27T07:18:34.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 3000K.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 4000K.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,159442,2022-09-27T07:19:20.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 4000K.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 6500K.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,123346,2022-09-27T07:19:52.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/7W 6500K.pdf
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/EMC Test.pdf,室内照明,筒灯,筒灯,光极,certificate-report,create,227665,2022-09-27T07:17:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/Test Report IP65 LED Downlight LD-C/test reports/EMC Test.pdf
室内照明/筒灯/江苏宜美画册.pdf,室内照明,筒灯,筒灯,江苏宜美画册.pdf,catalog,create,144008010,2023-01-31T09:06:11.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/江苏宜美画册.pdf
室内照明/筒灯/美莱德/来利灯目录高清版.pdf,室内照明,筒灯,筒灯,美莱德,catalog,create,14937036,2024-06-25T07:32:13.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/美莱德/来利灯目录高清版.pdf
室内照明/筒灯/欧诺 创亮/创亮 202305 1w mini新款射灯价格表.pdf,室内照明,筒灯,筒灯,欧诺 创亮,quotation,create,281882,2023-05-08T03:15:42.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/欧诺 创亮/创亮 202305 1w mini新款射灯价格表.pdf
室内照明/筒灯/欧诺 创亮/ounuo-lighting list.pdf,室内照明,筒灯,筒灯,欧诺 创亮,other,create,2530011,2021-07-19T06:05:40.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/欧诺 创亮/ounuo-lighting list.pdf
室内照明/筒灯/欧诺 创亮/RGB5路智能涂鸦-天花筒灯报价单2022-8月份.pdf,室内照明,筒灯,筒灯,欧诺 创亮,quotation,create,563999,2023-05-08T03:15:48.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/欧诺 创亮/RGB5路智能涂鸦-天花筒灯报价单2022-8月份.pdf
室内照明/筒灯/优博/广交会20230415价格/优博YB03DOB天花灯报价-去南美小尺寸.pdf,室内照明,筒灯,筒灯,优博,quotation,create,150209,2023-03-14T03:17:06.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/优博/广交会20230415价格/优博YB03DOB天花灯报价-去南美小尺寸.pdf
室内照明/筒灯/优博/广交会20230415价格/CCT筒灯天花灯/优博YB02-CCT调光调色天花灯报价.pdf,室内照明,筒灯,筒灯,优博,quotation,create,310197,2023-02-27T06:36:18.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/筒灯/优博/广交会20230415价格/CCT筒灯天花灯/优博YB02-CCT调光调色天花灯报价.pdf
室内照明/吸顶灯/超腾/超腾CT-catalog 2023(2).pdf,室内照明,吸顶灯,吸顶灯,超腾,catalog,create,8427737,2024-02-21T06:20:15.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/超腾/超腾CT-catalog 2023(2).pdf
室内照明/吸顶灯/发客户画册/Wellux Ceiling Lamp 1 low to middle end market.pdf,室内照明,吸顶灯,吸顶灯,发客户画册,catalog,create,854656,2022-11-16T10:24:58.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/发客户画册/Wellux Ceiling Lamp 1 low to middle end market.pdf
室内照明/吸顶灯/广东绿伏/水晶款吸顶灯产品介绍Crystal Ceiling Panel Light Specification.pdf,室内照明,吸顶灯,面板灯,广东绿伏,spec,create,1749220,2025-09-16T08:01:51.790Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/广东绿伏/水晶款吸顶灯产品介绍Crystal Ceiling Panel Light Specification.pdf
室内照明/吸顶灯/弘跃/2025catalog.pdf,室内照明,吸顶灯,吸顶灯,弘跃,catalog,create,11028508,2025-03-20T09:29:08.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/2025catalog.pdf
室内照明/吸顶灯/弘跃/报价单/产品技术说明_20231010162232.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,9452736,2023-10-13T13:41:00.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/产品技术说明_20231010162232.pdf
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 背盖-1灼热丝.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,3475624,2022-03-29T05:56:10.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 背盖-1灼热丝.pdf
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 背盖-灼热丝.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,1819869,2022-03-29T05:56:05.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 背盖-灼热丝.pdf
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 灯罩-2灼热丝.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,1880212,2022-03-29T05:56:08.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 灯罩-2灼热丝.pdf
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 灯罩-灼热丝.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,2988921,2022-03-29T05:56:07.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯 灯罩-灼热丝.pdf
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯-IP65.pdf,室内照明,吸顶灯,吸顶灯,弘跃,quotation,create,637150,2022-03-29T05:56:08.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/测试报告/X09CE2181C 吸顶灯-IP65.pdf
室内照明/吸顶灯/弘跃/Catlogo of 2026-BRIGHTNESS LIGHTING.pdf,室内照明,吸顶灯,吸顶灯,弘跃,other,create,17682859,2026-03-16T03:18:57.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/弘跃/Catlogo of 2026-BRIGHTNESS LIGHTING.pdf
室内照明/吸顶灯/嘉尔/2023 Catalogue.pdf,室内照明,吸顶灯,吸顶灯,嘉尔,catalog,create,8795316,2024-03-11T10:54:48.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/嘉尔/2023 Catalogue.pdf
室内照明/吸顶灯/嘉尔/台灯产品手册2024Q1.pdf,室内照明,吸顶灯,吸顶灯,嘉尔,other,create,7070493,2024-03-11T10:54:44.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/嘉尔/台灯产品手册2024Q1.pdf
室内照明/吸顶灯/朗耀/LANGYAO MONA CEILING LAMP OFFER (IC DRIVER) .pdf,室内照明,吸顶灯,吸顶灯,朗耀,quotation,create,419834,2024-09-02T06:15:43.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/朗耀/LANGYAO MONA CEILING LAMP OFFER (IC DRIVER) .pdf
室内照明/吸顶灯/美科/MEKA 2024.pdf,室内照明,吸顶灯,吸顶灯,美科,other,create,63936468,2024-02-18T05:47:31.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/美科/MEKA 2024.pdf
室内照明/吸顶灯/美科/Quotation of led ceiling light2023.06.pdf,室内照明,吸顶灯,吸顶灯,美科,quotation,create,131125,2023-06-26T09:35:44.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/美科/Quotation of led ceiling light2023.06.pdf
室内照明/吸顶灯/美科/Quotation of led flood light 2023.06.pdf,室内照明,吸顶灯,吸顶灯,美科,quotation,create,207102,2023-06-26T09:35:50.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/美科/Quotation of led flood light 2023.06.pdf
室内照明/吸顶灯/能亮 energylux/感应吸顶灯报价-宁波ENERGYLUX.pdf,室内照明,吸顶灯,吸顶灯,能亮 energylux,quotation,create,268740,2024-02-22T07:24:08.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/能亮 energylux/感应吸顶灯报价-宁波ENERGYLUX.pdf
室内照明/吸顶灯/能亮 energylux/ENERGYLUX-E.S.P.2024SS.E-CATALOG.pdf,室内照明,吸顶灯,吸顶灯,能亮 energylux,catalog,create,81354009,2024-02-22T01:54:18.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/能亮 energylux/ENERGYLUX-E.S.P.2024SS.E-CATALOG.pdf
室内照明/吸顶灯/宁波广辉/广辉 PP吸顶灯测试报告20220815.pdf,室内照明,吸顶灯,吸顶灯,宁波广辉,certificate-report,create,554621,2022-08-15T10:07:45.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/宁波广辉/广辉 PP吸顶灯测试报告20220815.pdf
室内照明/吸顶灯/宁波广辉/广辉PP吸顶灯 办公室自测 11-6送样 HTF 样品.pdf,室内照明,吸顶灯,吸顶灯,宁波广辉,other,create,491486,2022-11-22T08:07:29.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/宁波广辉/广辉PP吸顶灯 办公室自测 11-6送样 HTF 样品.pdf
